Article Title,Article Link,Article Text,Article Summary,Article Image
India-UK free trade agreement set to boost bilateral trade by 15% annually: CareEdge report,https://timesofindia.indiatimes.com/business/india-business/india-uk-free-trade-agreement-set-to-boost-bilateral-trade-by-15-annually-careedge-report/articleshow/121239126.cms,"The recently signed Free Trade Agreement (FTA) between India and the United Kingdom is expected to enhance bilateral trade, with projected annual growth of around 15 per cent until calendar year 2030, according to a report by credit rating and research agency CareEdge.India and the UK signed the FTA on May 6, 2025, concluding nearly three years of negotiations aimed at deepening economic cooperation. Under the terms of the agreement, India will reduce tariffs on 90 per cent of British goods, with 85 per cent becoming completely duty-free over a span of ten years. In return, the UK will eliminate tariffs on several Indian products, enabling 99 per cent of India’s exports to the UK to face zero duties.“Once the FTA is effective, the trade value between these two economies is expected to increase by around 15% annually until CY30, factoring in the aspect that the FTA will come into effect in a year,” CareEdge noted in its report as quoted news agency PTI.Currently, trade with the UK constitutes approximately 2 per cent of India’s total trade volume—a relatively modest figure considering the economic scale and potential of both nations.Despite this, bilateral trade has maintained a consistent upward trajectory over recent years, supported by a compound annual growth rate (CAGR) of 10–12 per cent.The report pointed out that trade volumes had dipped in 2020 and 2021 due to global headwinds, including the COVID-19 pandemic, Brexit-induced disruptions, and a broader global recession. However, the FTA is expected to reenergize trade by removing tariff barriers and simplifying cross-border business.CareEdge estimates that, with the FTA in place, India’s exports to the UK could reach approximately GBP 45 billion by 2030, while imports from the UK are projected to grow to GBP 30 billion over the same period.The report highlights several advantages for Indian exporters, including improved market access, more stable and reliable supply chains, enhanced competitiveness, and increased export volumes. It added, “The FTA is expected to boost India's exports by significantly reducing tariffs, easing trade barriers leading to improved market access and make Indian products more price competitive, thereby increasing their demand in the UK. ”Furthermore, the agreement comes as a relief for Indian exporters facing subdued sales and ongoing concerns over possible reciprocal tariffs from the United States.According to the agreement, 99 per cent of Indian tariff lines—representing nearly the entire trade value—will receive duty-free access to the UK market. At present, most Indian goods exported to the UK are subject to import duties ranging between 4 per cent and 18 per cent.The FTA is expected to unlock new export potential in key Indian sectors including textiles, marine products, leather, footwear, sports goods and toys, gems and jewellery, engineering goods, auto parts, and organic chemicals.","India and the UK signed the FTA on May 6, 2025, concluding nearly three years of negotiations aimed at deepening economic cooperation. Under the terms of the agreement, India will reduce tariffs on 90 per cent of British goods, with 85 per cent becoming duty-free over a span of ten years.","https://static.toiimg.com/thumb/msid-121239173,imgsize-1154487,width-400,resizemode-4/121239173.jpg"
IPO-bound Shiprocket launches India’s first AI-integrated MCP server to drive autonomous eCommerce,https://timesofindia.indiatimes.com/business/india-business/ipo-bound-shiprocket-launches-indias-first-ai-integrated-mcp-server-to-drive-autonomous-ecommerce/articleshow/121237835.cms,"IPO-bound eCommerce enablement platform Shiprocket has unveiled India’s first AI-integrated Model Context Protocol (MCP) server, a move the company described as a major leap towards autonomous digital commerce In a statement released on Friday, Shiprocket said the new MCP server empowers AI agents to autonomously perform core operations — including checking shipping rates, processing orders, and tracking deliveries — using a single line of instruction. The company emphasized that the technology is designed specifically for direct-to-consumer (D2C) brands and micro, small, and medium enterprises (MSMEs), offering faster execution, seamless integration, and hands-free operation, all backed by enterprise-grade security, PTI reported.“Our MCP Server launch marks a transformative shift from manual workflows to autonomous operations powered by AI. This is how we enable millions of businesses to work smarter, respond faster, and scale effortlessly,” said Saahil Goel, Managing Director and CEO of Shiprocket.He further added, “This is more than just an integration, it’s a new interface for eCommerce. We’re enabling a world where AI doesn’t just support business decisions, it executes them.”With this rollout, Shiprocket aims to transition from traditional manual processes to a fully autonomous commerce infrastructure, aligning with its broader vision of redefining digital commerce in India.","Shiprocket has unveiled India’s first AI-integrated Model Context Protocol (MCP) server. The company described the move as a major leap towards autonomous digital commerce. The technology is designed specifically for direct-to-consumer brands and micro, small, and medium enterprises (MSMEs)","https://static.toiimg.com/thumb/msid-121237844,imgsize-667117,width-400,resizemode-4/121237844.jpg"
RBI to issue Rs 20 notes featuring signature of governor Sanjay Malhotra,https://timesofindia.indiatimes.com/business/india-business/rbi-to-issue-rs-20-notes-featuring-signature-of-governor-sanjay-malhotra/articleshow/121239376.cms,"Pic credit- ANI

The Reserve Bank of India (RBI) has announced that it will soon release Rs 20 denomination banknotes in the Mahatma Gandhi (New) Series carrying the signature of the newly appointed Governor, Sanjay Malhotra. The design and security features of the notes will remain unchanged from those currently in circulation, with the only difference being the updated signature.Sanjay Malhotra assumed office as the 26th Governor of the Reserve Bank of India on December 11, 2024, for a three-year term. The RBI clarified that all existing Rs 20 banknotes issued under previous governors will continue to be legal tender, news agency ANI reported.As per the provisions of the RBI Act, 1934, all banknotes issued by the Reserve Bank, unless withdrawn from circulation, remain legal tender for payments and obligations across India. Additionally, Rs 1 notes issued by the Government of India also retain legal tender status.Banknotes are printed at four currency presses. Two are operated by the Government of India through the Security Printing and Minting Corporation of India Ltd.(SPMCIL) in Nasik and Dewas, while the other two are managed by Bharatiya Reserve Bank Note Mudran Pvt. Ltd. (BRBNMPL), a wholly owned subsidiary of the RBI, located in Mysuru and Salboni.Coin minting is carried out at four government-owned mints under SPMCIL, located in Mumbai, Hyderabad, Kolkata, and Noida. Coins are issued for circulation only through the Reserve Bank in accordance with Section 38 of the RBI Act.For distribution of banknotes and coins, the RBI has authorised select scheduled banks to maintain currency chests. These chests function as storage and distribution centres on behalf of the RBI. As of February 28, 2025, there were 2,691 such currency chests across the country.","The design and security features of the notes will remain unchanged from those currently in circulation, with the only difference being the updated signature. Sanjay Malhotra assumed office as the 26th Governor of the Reserve Bank of India on December 11, 2024, for a three-year term.","https://static.toiimg.com/thumb/msid-121239378,imgsize-1074594,width-400,resizemode-4/121239378.jpg"
Significant hit! India restricts Bangladeshi consumer goods entry through land transit points in Northeast,https://timesofindia.indiatimes.com/business/india-business/significant-hit-india-restricts-bangladeshi-consumer-goods-entry-through-land-transit-points-in-northeast/articleshow/121238917.cms,"India-Bangladesh border in West Bengal's Siliguri (PTI)

NEW DELHI: India on Saturday barred imports of various consumer items from Bangladesh through land transit posts in the northeastern states.The government also announced that ready-made garments from Bangladesh would be allowed entry only through the Kolkata and Nhava Sheva (Jawaharlal Nehru Port, Navi Mumbai) sea ports.""A new para 19 is introduced in 'General Notes Regarding Import Policy' under ITC (HS), 2022, Schedule 1 (Import Policy) regulating the import of certain goods from Bangladesh to India,"" a notification from the Directorate General of Foreign Trade (DGFT), Ministry of commerce and industry, read.As per the notification, goods which cannot be imported to India from Bangladesh through Assam, Meghalaya, Mizoram and Tripura (and West Bengal) include drinks (fruit/fruit flavoured; carbonated), processed food (baked goods, snacks, chips, confectionery), cotton/cotton yarn waste, plastic and PVC finished goods (except pigments, dyes, plasticisers, granules) and wooden furniture.There are 11 land transit points in India's northeastern states for trade between the two countries. Out of these, three are in Assam, two in Meghalaya and six in Tripura.However, neither curb would apply to the import of fish, LPG, edible oil and crushed stone from the neighbouring country. The exemption is also for items transiting through India but destined for Nepal and Bhutan.The move comes over a month after India ended transshipment facility for cargo from Bangladesh, dealing a blow to Dhaka exporting apparel through air freighters, largely from Delhi. New Delhi ended the transshipment facility against the backdrop of a controversial statement by the head of Bangladesh's interim government, Nobel laureate Muhammad Yunus, on India's seven northeastern states during a state visit to China.There have been tensions between India and Bangladesh since August last year, when then-Prime Minister Sheikh Hasina resigned and came to Delhi following months of student-led protests against her. The Yunus-led caretaker administration assumed charge days after Hasina's exit.","The government also announced that ready-made garments from Bangladesh would be allowed entry only through the Kolkata and Nhava Sheva sea ports. The move comes over a month after India ended transshipment facility for cargo from Bangladesh, dealing a blow to Dhaka exporting apparel through air freighters.","https://static.toiimg.com/thumb/msid-121239239,imgsize-1495389,width-400,resizemode-4/121239239.jpg"
"India to lead in shaping 6G technology regulations, says Jyotiraditya Scindia",https://timesofindia.indiatimes.com/business/india-business/india-to-lead-in-shaping-6g-technology-regulations-says-jyotiraditya-scindia/articleshow/121236512.cms,"Jyotiraditya Scindia (Photo- ANI)

Union Minister of Communications Jyotiraditya Scindia on Saturday said that India is poised to play a leading role in formulating global regulations for 6G technology, as the country continues to accelerate its presence in the global telecommunications landscape under the leadership of Prime Minister Narendra Modi.“A telecommunication revolution is rapidly unfolding across the globe, and India is at the forefront of this movement,” Scindia said while addressing an event on World Telecommunication and Information Society Day as reported PTI.Highlighting the country’s rapid strides in digital infrastructure, Scindia noted, “The rollout of 5G technology has taken place, and in just 22 months, the information revolution has reached 82 per cent of the population across 99 percent of districts in the country. India will take the lead in shaping the upcoming 6G technology regulations .”The minister also emphasized the transformative efforts underway within India Post, which he described as one of the largest logistics and distribution networks globally, with 1.64 lakh (164,000) post offices and 2.5 lakh (250,000) postal workers.“New services are being introduced in the postal system. In 2008, I designed the logo for the Department of Posts, with the slogan 'Postal Service is Public Service.' Every postal worker operates with this spirit. India will continue to lead the telecom revolution ,” said Scindia, who previously served as Minister of State for Communications during the first UPA government under Prime Minister Manmohan Singh.World Telecommunication and Information Society Day, observed on May 17, aims to raise global awareness about the impact of the internet and digital technologies on society and to promote efforts to bridge the digital divide.Responding to recent public sentiment surrounding international geopolitics, Scindia commented on the citizen-led boycott of Turkiye and Azerbaijan following their support for Pakistan during Operation Sindoor. “This is the will of the people. The nation comes first,” he stated. “The boycott is an emotional decision taken by the people of the nation. Citizens have made this decision voluntarily. The nation comes first, and no citizen will compromise when it comes to national interest and security,” Scindia added.",Jyotiraditya Scindia said that India is poised to play a leading role in formulating global regulations for 6G technology. He made the remarks while addressing an event on World Telecommunication and Information Society Day. The event aims to raise global awareness about the impact of the internet and digital technologies on society.,"https://static.toiimg.com/thumb/msid-121236535,imgsize-813153,width-400,resizemode-4/121236535.jpg"
India’s maritime sector to mirror post-1991 road revolution: DCIL CEO,https://timesofindia.indiatimes.com/business/india-business/indias-maritime-sector-to-mirror-post-1991-road-revolution-dcil-ceo/articleshow/121235679.cms,"DCIL CEO Durgesh Kumar Dubey

Just as roads transformed post-1991, the next 20 years will belong to India’s maritime sector, with dredging playing a critical role, said Durgesh Kumar Dubey , deputy chairman of Visakhapatnam Port Authority and managing director and CEO of Dredging Corporation of India Limited (DCIL).The Dredging India Conclave 2025, hosted by FICCI, convened leading voices from the maritime and infrastructure ecosystem to discuss the future of dredging and its role in realising India’s maritime potential.Speaking at the event, Dubey traced India's infrastructure evolution from post-liberalisation reforms to today's ambitious maritime initiatives. Reflecting on his personal experiences in Indian Railways and national infrastructure growth, he explained how early initiatives like the Golden Quadrilateral and Pradhan Mantri Gram Sadak Yojana laid the groundwork for today’s robust logistics and connectivity framework.“This small program by FICCI is a step forward for a big leap in the maritime sector,” he said.Dubey also highlighted transformative initiatives such as the dedicated freight corridor and the recently announced Rs 25,000 crore maritime development Fund , along with the creation of Sagar Mala Development Corporation Ltd. (now an NBFC), as key enablers of growth in the sector.He cited Visakhapatnam Port as a case study of port-led industrialisation, where strategic port infrastructure catalysed industrial growth attracting major companies like HPCL, RINL, and AMNS.“Ports like Visakhapatnam have enabled the creation of industrial hubs supported by seamless road, rail, and air connectivity; this is the power of port-led growth,” Dubey said.Highlighting the dual nature of the dredging sector—capital dredging at major ports and smaller maintenance dredging—he said that both are vital for national development. As the head of DCIL, Dubey reaffirmed the company’s commitment to expanding its dredger fleet, including the upcoming TSHD Godavari (12,000 m³), and looking beyond India into high-demand regions like the Middle East and Southeast Asia.“There is a massive demand for dredging capacity, not only from new ports like Vizhinjam in Kerala or Galathea Bay in Nicobar but also from industries building their own captive ports across India,” he added.Dubey drew attention to the untapped potential of inland dredging, especially for reservoirs and canals suffering from siltation, which reduces water holding and flood management capacities. With aging dams across the country, he urged fleet manufacturers and contractors to focus on developing smaller suction and cutter dredgers tailored for inland water bodies.“This sector is growing fast. With the government’s focus on inland silt management, there’s recurring demand that can’t be ignored. Waterways are the most cost-effective and eco-friendly means of transport and maintaining them is both a business opportunity and a national imperative,” he said.Dubey also mentioned upcoming government meetings with key ministries to align efforts on this front, indicating a coordinated push towards waterway and reservoir dredging.He also made an open call for partnerships and investments in India’s dredging sector. He spoke about the need for capable contractors, innovative technologies, and aligned private-public collaboration to achieve national maritime goals.“DCI is ready to lead, but we need partners—investors, contractors, manufacturers—because without last-mile connectivity and execution support, our collective efforts may fall short,” he concluded.","The Dredging India Conclave 2025, hosted by FICCI, convened leading voices from the maritime and infrastructure ecosystem. Durgesh Kumar Dubey traced India's infrastructure evolution from post-liberalisation reforms to today's ambitious maritime initiatives. He urged fleet manufacturers and contractors to focus on developing smaller suction and cutter dredgers for inland water bodies.","https://static.toiimg.com/thumb/msid-121235757,imgsize-1168865,width-400,resizemode-4/121235757.jpg"
Dr Reddy's NY API plant gets USFDA Form 483 with 2 observations,https://timesofindia.indiatimes.com/business/india-business/dr-reddys-ny-api-plant-gets-usfda-form-483-with-2-observations/articleshow/121235716.cms,"Dr. Reddy's- building

HYDERABAD: Pharma major Dr Reddy’s Laboratories on Saturday said its active pharmaceutical ingredients manufacturing facility at Middleburgh in New York has been issued a Form 483 with two observations by the US drug regulator, US Food and Drug Administration (US FDA).“We have been issued a Form 483 with two observations, which we will address within the stipulated timeline,” Dr Reddy’s said in a regulatory filing The Hyderabad-based company said the good manufacturing practices (GMP) inspection was conducted by US FDA between May 12, 2025, and May 16, 2025, the company said.A Form 483 is issued by USFDA inspectors to the management of the company at the end of an onsite inspection if inspectors find any violations of the Food, Drug and Cosmetic (FD&C) Act or other regulations, as per USFDA.","Dr Reddy’s Laboratories has been issued a Form 483 with two observations by the US drug regulator, US Food and Drug Administration. The Hyderabad-based company said the good manufacturing practices (GMP) inspection was conducted by US FDA between May 12, 2025, and May 16, 2025.","https://static.toiimg.com/thumb/msid-121235698,imgsize-1634969,width-400,resizemode-4/121235698.jpg"
GRAP Stage 1 Enforced in Delhi NCR as AQI Remains Poor Amid Heatwave,https://timesofindia.indiatimes.com/city/delhi/war-on-bad-air-grap-i-back-to-prevent-further-escalation/articleshow/121219241.cms,"Delhi-NCR experienced its hottest day, prompting the Commission for Air Quality Management to implement Stage I of the Graded Response Action Plan due to stagnant 'poor' air quality.





NEW DELHI: On the hottest day of the year so far, when Ayanagar in southwest Delhi recorded a day high of 44 degrees Celsius, the Commission for Air Quality Management invoked Stage I of the Graded Response Action Plan in Delhi-NCR on Friday after the air quality stagnated at the higher end of the ‘poor' range on Friday, with an AQI reading of 278, slightly lower than the 292 of the previous day.Having deferred invoking Stage I of GRAP on Thursday in the likelihood of AQI improving, CAQM said on Friday that the expected improvement in AQI wasn't and the index was only marginally lower at 278. ""The forecast by IMD/IITM also predicted AQI to be in the lower range of the ‘poor' category on Saturday,"" said CAQM, adding that it invoked the 27-point action plan in the first stage of GRAP in the entire NCR to prevent further deterioration of air quality.This is the fourth time this summer that Stage I was after March 7-15, March 24-29 and from April 2 to May 1. Among the measures envisaged are intensifying the use of anti-smog guns, water sprinkling and dust suppression in all construction areas, enforcing pollution control norms for motor vehicles, banning coal or firewood use in tandoors in hotels, restaurants and open eateries and prohibiting running of overaged vehicles.According to the Air Quality Early Warning System for Delhi, the forecasting body under the Union ministry of earth sciences, AQI is likely to be ‘poor' on Saturday, but may improve to ‘moderate' by Sunday.Friday was a very hot day, though a sudden change with light to very light rain in the late afternoon provided some relief. Among the hottest areas of the city were Ayanagar at 44 degrees Celsius, Palam (43.3) and Ridge (43.2). The city's base weather station, Safdarjung, recorded a maximum temperature of 42.3 degrees Celsius, two above normal, against 40.6 degrees on Thursday.The minimum temperature was 26.2 degrees Celsius, normal for the season but higher than Thursday's 25.4 degrees. The humidity oscillated between 22% and 75%, while the city experienced north-westerly winds reaching 10 kmph.The evening rain was measured at 1.4mm at Safdarjung between 2.30pm and 5.30pm, though Ayanagar recorded 7.2mm and Ridge, 3mm. Palam recorded 0.3mm, Lodhi Road 1.3mm, Najafgarh 1mm, Pusa 2.5mm, Mayur Vihar 2mm and Rajghat, 0.9mm.""In association with frequent Western Disturbances and moisture incursion from both the Bay of Bengal and the Arabian Sea, frequent thunderstorm activity has occurred over northwest India during the past 20 days, leading to above-normal rainfall and normal to below-normal maximum temperatures,"" a Met scientist explained. IMD said there were chances of a heat wave across northwest India towards the end of this month.","The Commission for Air Quality Management invoked Stage I of the Graded Response Action Plan in Delhi-NCR on Friday. The air quality stagnated at the higher end of the 'poor' range on Friday, with an AQI reading of 278. Ayanagar in southwest Delhi recorded a day high of 44 degrees Celsius.","https://static.toiimg.com/thumb/msid-121219240,imgsize-42088,width-400,height-225,resizemode-72/121219240.jpg"
"Government Announces ₹60,000 Crore ITI Reforms to Elevate Skill Development in India",https://timesofindia.indiatimes.com/city/mumbai/govt-outlines-rs-60000-crore-iti-reform-at-skill-milan-5-nstis-to-become-centres-of-excellence/articleshow/121226772.cms,"Minister Jayant Chaudhary spearheaded Skill Milan





MUMBAI: The Minister of State (Independent Charge) for Skill Development and Entrepreneurship, Jayant Chaudhary , led a significant meeting called Skill Milan with directors of five National Skill Training Institutes (NSTIs) chosen for elevation to National Centres of Excellence under the National Scheme for ITI Upgradation, as approved by Union Cabinet on May 7, 2025. The interaction focused on aligning these institutions to enhance India's skill development framework.The primary focus was on upgrading these five NSTIs to increase the pool of qualified instructors. These establishments will be enhanced to provide standardised training for instructors. As National Centres of Excellence (NCoEs), these institutions will address specific sector requirements whilst serving as crucial components of the recently approved Rs 60,000 crore scheme.Chaudhary described it as a ""once-in-a-lifetime opportunity"" to transform India's technical training landscape, creating institutions that address current and future workforce requirements. ""These NSTIs will set the pace of skill development in India,"" said Chaudhary. ""We must move beyond infrastructure and focus on institutional excellence—by embedding work-based learning, training of high-quality instructors, and close industry collaboration.These Centres should become the anchors of innovation, employability, and global competitiveness in technical training.""The discussion emphasised developing these institutions around industry requirements, focusing on sectors like Automotive, Manufacturing, Textile and emerging skills including Artificial Intelligence, EV and advanced manufacturing. The centres aim to promote entrepreneurship, research, and continuous learning, offering comprehensive pathways from certificate to advanced diploma levels aligned with the National Credit Framework.The Minister stressed the importance of industry involvement in NSTI development, emphasising coordination with State Governments to ensure partnerships remain locally relevant and aligned with regional economic objectives.Representatives from the NSTIs in Bhubaneshwar, Chennai, Hyderabad, Kanpur, and Ludhiana presented their transformation plans. They discussed aligning curricula with local industries, enhancing instructor skills through international exposure, and establishing Industrial Collaboration Centres. Many highlighted the significance of residential facilities to attract quality faculty and students nationwide.The transformed NSTIs will receive academic, financial, and administrative autonomy under an enhanced governance structure. These institutions will serve as excellence hubs, supporting the broader ITI network through curriculum enhancement, teaching innovation and flexible entry-exit options for trainees.The Ministry confirmed its dedication to developing a future-ready workforce through comprehensive vocational education reforms. These Centres of Excellence will be instrumental in achieving the vision of Viksit Bharat@2047.","Minister of State (Independent Charge) for Skill Development and Entrepreneurship, Jayant Chaudhary, led a significant meeting called Skill Milan. The interaction focused on aligning these institutions to enhance India's skill development framework. The primary focus was on upgrading these five NSTIs to increase the pool of qualified instructors.","https://static.toiimg.com/thumb/msid-121226744,imgsize-574293,width-400,height-225,resizemode-72/121226744.jpg"
US Federal Reserve to cut workforce by 10% over next few years,https://timesofindia.indiatimes.com/business/international-business/us-federal-reserve-to-cut-workforce-by-10-over-next-few-years/articleshow/121232287.cms,"Federal Reserve Chair Jerome Powell announced a planned 10% workforce reduction over the next few years, impacting roughly 2,400 positions nationwide. This initiative aligns with a broader federal effort to scale back government staffing, with leadership directed to consolidate functions and modernize practices. A voluntary deferred resignation program will be offered to eligible staff.","Federal Reserve Chair Jerome Powell announced a planned 10% workforce reduction over the next few years. This initiative aligns with a broader federal effort to scale back government staffing, with leadership directed to consolidate functions and modernize practices. A voluntary deferred resignation program will be offered to eligible staff.","https://static.toiimg.com/thumb/msid-121232573,imgsize-1033020,width-400,resizemode-4/121232573.jpg"
US states oppose AI regulation ban in Trump tax bill,https://timesofindia.indiatimes.com/business/international-business/us-states-oppose-ai-regulation-ban-in-trump-tax-bill/articleshow/121226076.cms,"US President Donald Trump

SAN FRANCISCO: A mix of democratic and republican state attorneys on Friday called on Congress to reject a moratorium on regulating artificial intelligence included in US President Donald Trump's tax bill.Top attorneys representing 40 states signed a letter urging leaders in Congress to reject the AI regulation moratorium language added to the budget reconciliation bill ""The impact of such a broad moratorium would be sweeping and wholly destructive of reasonable state efforts to prevent known harms associated with AI,"" the letter states.""This bill will affect hundreds of existing and pending state laws passed and considered by both republican and democratic state legislatures.""The amendment added by the house energy and commerce committee to the budget reconciliation bill imposes a 10-year prohibition on states from enforcing any state regulation addressing AI or ""automated decision-making systems,"" according to the state attorneys.""The amendment added to the reconciliation bill abdicates federal leadership and mandates that all states abandon their leadership in this area as well,"" the state attorneys general wrote.""This bill does not propose any regulatory scheme to replace or supplement the laws enacted or currently under consideration by the states, leaving Americans entirely unprotected from the potential harms of AI.""The letter notes that states have put in place laws designed to protect against AI-generated porn, deepfakes intended to mislead voters, and spam calls or text messages.Some state laws have also been crafted to prevent biases in AI models.""These laws and their regulations have been developed over years through careful consideration and extensive stakeholder input from consumers, industry, and advocates,"" the letter read. Republican fiscal hawks on Friday sunk a key vote on advancing the mega-bill that is the centerpiece of Trump's domestic agenda, in a significant setback for the US president's tax and spending policies.Trump is pushing to usher into law his so-called ""One Big, Beautiful Bill"" pairing an extension of his first-term tax cuts with savings that will see millions of the poorest Americans lose their health care coverage.But a congressional republican party rife with divisions and competition within its rank-and-file has complicated the process, raising serious doubts that the sprawling package can pass a vote of the full House of Representatives next week.The budget committee's no vote is not the final word on the package, which will be reworked and sent back to the panel for more debate starting 10 pm on Sunday (0200 GMT Monday) and a fresh vote.",Top attorneys representing 40 states signed a letter urging leaders in Congress to reject the AI regulation moratorium language. The amendment added by the house energy and commerce committee to the budget reconciliation bill imposes a 10-year prohibition on states from enforcing any state regulation addressing AI.,"https://static.toiimg.com/thumb/msid-121226184,imgsize-729208,width-400,resizemode-4/121226184.jpg"
Moody’s strips US of last triple-A credit rating over soaring debt: What it means for Trump,https://timesofindia.indiatimes.com/business/international-business/moodys-strips-us-of-last-triple-a-credit-rating-over-soaring-debt-what-it-means-for-trump/articleshow/121225901.cms,"Moody's Investors Service

The United States lost its final top-tier credit rating on Friday as Moody’s Investors Service downgraded the country’s long-held Aaa rating to Aa1, citing ballooning government debt and persistent deficits.The move undermines President Donald Trump's economic narrative just as his flagship spending bill faces setbacks in Congress.The downgrade coincided with the failure of Trump’s proposed multi-trillion dollar tax and spending legislation to pass a key vote, stalled by Republican fiscal conservatives.Moody’s decision follows similar downgrades by S&P in 2011 and Fitch in 2023, leaving the United States without a single triple-A rating from the major credit rating agencies.Explaining its rationale, Moody’s said the shift was due to “the increase over more than a decade in government debt and interest payment ratios to levels that are significantly higher than similarly rated sovereigns.”The agency projected federal deficits will rise to nearly 9% of GDP by 2035—up from 6.4% in 2023—driven largely by surging interest costs, entitlement spending, and limited revenue growth. As a consequence, US federal debt is expected to reach 134% of GDP by 2035, up from 98% last year.In response, the White House defended its fiscal record, and campaign communications director Steven Cheung lashed out at Moody’s Analytics chief economist Mark Zandi. “Nobody takes his 'analysis' seriously. He has been proven wrong time and time again,” Cheung posted on X.Moody’s noted the downgrade reflected Washington’s repeated inability to address structural fiscal challenges. “Successive US administrations and Congress have failed to agree on measures to reverse the trend of large annual fiscal deficits and growing interest costs,” the agency said, adding, “We do not believe that material multi-year reductions in mandatory spending and deficits will result from current fiscal proposals under consideration. ”While Moody’s outlook was revised from “negative” to “stable,” it warned the nation’s fiscal standing is weakening “relative to its own past and compared to other highly-rated sovereigns.”Congressman French Hill, chair of the house financial services committee, called the downgrade “a strong reminder that our nation's fiscal house is not in order,” pledging that republicans would work to “restore fiscal stability, address the structural drivers of our debt, and foster a pro-growth economic environment.”The timing of the downgrade is politically charged. Trump’s proposed “big, beautiful” spending bill which includes a $5 trillion extension of his 2017 tax cuts and controversial reductions to Medicaid is a cornerstone of his campaign messaging on economic stewardship.Despite the downgrade, Moody’s acknowledged US economic strengths, saying the country “retains exceptional credit strengths such as the size, resilience and dynamism of its economy and the role of the US dollar as global reserve currency.”",Moody's Investors Service downgraded the country’s long-held Aaa rating to Aa1. Decision follows similar downgrades by S&P in 2011 and Fitch in 2023. The move undermines President Donald Trump's economic narrative just as his flagship spending bill faces setbacks in Congress.,"https://static.toiimg.com/thumb/msid-121225920,imgsize-721655,width-400,resizemode-4/121225920.jpg"
US markets edge higher ahead with mixed sentiment amid economic concerns,https://timesofindia.indiatimes.com/business/international-business/us-stock-market-today-dow-jones-sp-500-nasdaq-tech-stocks-wall-street-edge-higher-ahead-with-mixed-sentiment/articleshow/121215266.cms,"US markets saw slight pre-market gains Friday, awaiting consumer sentiment and inflation updates. The Dow dipped, while Nasdaq and S&P 500 rose modestly. Gold fell, but oil prices increased amid supply concerns. Treasury yields declined, signaling bond buying. Investors remain cautious due to trade uncertainties and warnings of potential supply shocks and inflationary pressures from Federal Reserve Chair Jerome Powell.","US markets saw slight pre-market gains Friday, awaiting consumer sentiment and inflation updates. The Dow dipped, while Nasdaq and S&P 500 rose modestly. Gold fell, but oil prices increased amid supply concerns. Treasury yields declined, signaling bond buying.","https://static.toiimg.com/thumb/msid-121215249,imgsize-1242570,width-400,resizemode-4/121215249.jpg"
